"","GeneID","Length"
"6449","Bger_10039",7345
"6450","Bger_10056",11187
"6451","Bger_10061",6883
"6452","Bger_10045",6858
"6453","Bger_10048",26535
"6454","Bger_10046",5897
"6455","Bger_10043",1326
"6456","Bger_10050",246
"6457","Bger_10054",1813
"6458","Bger_10040",6044
"6459","Bger_10042",9324
"6460","Bger_10047",1099
"6461","Bger_10053",29633
"6462","Bger_10057",17675
"6463","Bger_10051",255
"6464","Bger_10062",31075
"6465","Bger_10052",9874
"6466","Bger_10060",10857
"6467","Bger_10063",8767
"6468","Bger_10059",25606
"6469","Bger_10055",180
"6470","Bger_10058",1334
"6471","Bger_10049",613
"6472","Bger_28005",657
"6473","Bger_28004",3808
"6474","Bger_21906",456
"6475","Bger_21904",18470
"6476","Bger_21905",17468
"6477","Bger_21908",592
"6478","Bger_21913",488
"6479","Bger_21911",348
"6480","Bger_21910",32563
"6481","Bger_21909",1278
"6482","Bger_21907",33861
"6483","Bger_21912",461
"6484","Bger_21903",163935
"6485","Bger_21993",15600
"6486","Bger_21992",364
"6487","Bger_21990",2187
"6488","Bger_21989",24909
"6489","Bger_21991",84044
"6490","Bger_21994",36802
"6491","Bger_05566",2995
"6492","Bger_05567",9036
"6493","Bger_05568",435
"6494","Bger_05562",4258
"6495","Bger_05564",1883
"6496","Bger_05565",3322
"6497","Bger_05569",13568
"6498","Bger_05573",9689
"6499","Bger_05577",408
"6500","Bger_05574",19174
"6501","Bger_05563",38223
"6502","Bger_05578",16448
"6503","Bger_05570",4198
"6504","Bger_05572",11061
"6505","Bger_05571",8741
"6506","Bger_05575",15117
"6507","Bger_05576",23974
"6508","Bger_05579",1051
"6509","Bger_05580",1476
"6510","Bger_05581",195
"6511","Bger_05586",18085
"6512","Bger_05583",645
"6513","Bger_05585",4979
"6514","Bger_05589",82411
"6515","Bger_05587",56963
"6516","Bger_05584",42453
"6517","Bger_05582",234
"6518","Bger_05594",23027
"6519","Bger_05591",2004
"6520","Bger_05596",34354
"6521","Bger_05593",34219
"6522","Bger_05588",10190
"6523","Bger_05590",1344
"6524","Bger_05592",32903
"6525","Bger_05599",4129
"6526","Bger_05595",66920
"6527","Bger_05598",210
"6528","Bger_05597",44871
"6529","Bger_28238",674
"6530","Bger_20866",23143
"6531","Bger_20862",23067
"6532","Bger_20865",9736
"6533","Bger_20863",24684
"6534","Bger_20864",54992
"6535","Bger_28249",4731
"6536","Bger_20790",1149
"6537","Bger_20788",309
"6538","Bger_20789",455
"6539","Bger_20793",804
"6540","Bger_20792",399
"6541","Bger_20794",3525
"6542","Bger_20795",610
"6543","Bger_20796",326
"6544","Bger_20799",21707
"6545","Bger_20798",9053
"6546","Bger_20800",1506
"6547","Bger_20791",1611
"6548","Bger_20797",343
"6549","Bger_20801",30001
"6550","Bger_20802",5224
"6551","Bger_20803",249
"6552","Bger_20804",10385
"6553","Bger_27025",4880
"6554","Bger_27024",4819
"6555","Bger_27023",731
"6556","Bger_09590",815
"6557","Bger_09592",219
"6558","Bger_09595",10623
"6559","Bger_09591",37651
"6560","Bger_09594",68862
"6561","Bger_09593",19438
"6562","Bger_09596",833
"6563","Bger_09597",372
"6564","Bger_09598",879
"6565","Bger_09600",621
"6566","Bger_09599",3036
"6567","Bger_09602",5534
"6568","Bger_09601",219
"6569","Bger_09609",2627
"6570","Bger_09606",18637
"6571","Bger_09608",925
"6572","Bger_09605",989
"6573","Bger_09607",454
"6574","Bger_09603",198
"6575","Bger_09604",267
"6576","Bger_09612",596
"6577","Bger_09610",759
"6578","Bger_09611",1022
"6579","Bger_09613",163
"6580","Bger_09615",399
"6581","Bger_09616",661
"6582","Bger_09617",32855
"6583","Bger_09614",79317
"6584","Bger_09618",14883
"6585","Bger_09622",246
"6586","Bger_09624",237
"6587","Bger_09623",17278
"6588","Bger_09619",3009
"6589","Bger_09621",50133
"6590","Bger_09626",1660
"6591","Bger_09625",16192
"6592","Bger_09620",183
"6593","Bger_25026",450
"6594","Bger_25027",2835
"6595","Bger_25028",11224
"6596","Bger_25030",19521
"6597","Bger_25029",398
"6598","Bger_20500",8731
"6599","Bger_20501",14100
"6600","Bger_20503",71002
"6601","Bger_20507",31985
"6602","Bger_20502",2063
"6603","Bger_20504",4798
"6604","Bger_20506",4192
"6605","Bger_20508",21897
"6606","Bger_20509",871
"6607","Bger_20505",431
"6608","Bger_15948",14393
"6609","Bger_15950",38009
"6610","Bger_15952",91642
"6611","Bger_15951",32977
"6612","Bger_15947",14436
"6613","Bger_15949",3156
"6614","Bger_15953",67475
"6615","Bger_15946",2440
"6616","Bger_12446",198
"6617","Bger_12447",192
"6618","Bger_12444",76607
"6619","Bger_12443",14538
"6620","Bger_12445",68715
"6621","Bger_12448",291
"6622","Bger_12450",10963
"6623","Bger_12452",42475
"6624","Bger_12449",2220
"6625","Bger_12459",2617
"6626","Bger_12455",14970
"6627","Bger_12453",42176
"6628","Bger_12451",4847
"6629","Bger_12458",495
"6630","Bger_12457",34614
"6631","Bger_12454",35456
"6632","Bger_12456",18668
"6633","Bger_18988",72535
"6634","Bger_18987",10643
"6635","Bger_18984",27641
"6636","Bger_18985",46182
"6637","Bger_18986",410
"6638","Bger_18989",10397
"6639","Bger_21446",15139
"6640","Bger_21445",8845
"6641","Bger_21447",30744
"6642","Bger_21451",1206
"6643","Bger_21449",204
"6644","Bger_21452",51082
"6645","Bger_21448",7157
"6646","Bger_21453",34250
"6647","Bger_21450",11829
"6648","Bger_23602",1335
"6649","Bger_23603",391
"6650","Bger_23604",216
"6651","Bger_23605",1268
"6652","Bger_23606",705
"6653","Bger_23607",178727
"6654","Bger_10317",7707
"6655","Bger_10318",2973
"6656","Bger_10319",237
"6657","Bger_10320",20445
"6658","Bger_10323",4038
"6659","Bger_10321",21999
"6660","Bger_10325",9502
"6661","Bger_10326",32080
"6662","Bger_10329",2912
"6663","Bger_10330",1177
"6664","Bger_10327",2176
"6665","Bger_10322",68120
"6666","Bger_10324",6489
"6667","Bger_10328",101856
"6668","Bger_10334",190285
"6669","Bger_10332",26503
"6670","Bger_10333",11019
"6671","Bger_10331",26165
"6672","Bger_23440",4202
"6673","Bger_23439",6272
"6674","Bger_23441",576
"6675","Bger_23442",195
"6676","Bger_23443",37142
"6677","Bger_23444",751
"6678","Bger_23445",246
"6679","Bger_23446",108905
"6680","Bger_18513",1188
"6681","Bger_18515",340
"6682","Bger_18520",1704
"6683","Bger_18521",21051
"6684","Bger_18517",6109
"6685","Bger_18518",852
"6686","Bger_18522",686
"6687","Bger_18516",1503
"6688","Bger_18514",324
"6689","Bger_18512",76540
"6690","Bger_18519",528
"6691","Bger_18511",320
"6692","Bger_18523",1011
"6693","Bger_18525",7614
"6694","Bger_18527",2136
"6695","Bger_18524",273
"6696","Bger_18526",201
"6697","Bger_18529",36352
"6698","Bger_18528",171
"6699","Bger_11694",537
"6700","Bger_11692",306
"6701","Bger_11693",35420
"6702","Bger_11695",381
"6703","Bger_11698",71261
"6704","Bger_11699",37482
"6705","Bger_11697",72700
"6706","Bger_11704",518
"6707","Bger_11709",48151
"6708","Bger_11701",5808
"6709","Bger_11706",328
"6710","Bger_11711",246
"6711","Bger_11696",64683
"6712","Bger_11710",408
"6713","Bger_11700",84362
"6714","Bger_11707",4365
"6715","Bger_11702",195
"6716","Bger_11705",10438
"6717","Bger_11703",29635
"6718","Bger_11708",3212
"6719","Bger_00105",14521
"6720","Bger_00106",13312
"6721","Bger_00107",405
"6722","Bger_00109",4498
"6723","Bger_00110",14598
"6724","Bger_00112",1074
"6725","Bger_00111",927
"6726","Bger_00113",10113
"6727","Bger_00115",30264
"6728","Bger_00114",23164
"6729","Bger_00108",29692
"6730","Bger_00117",291
"6731","Bger_00126",3116
"6732","Bger_00119",1464
"6733","Bger_00123",11634
"6734","Bger_00124",9870
"6735","Bger_00130",5731
"6736","Bger_00128",189
"6737","Bger_00132",10998
"6738","Bger_00133",2654
"6739","Bger_00131",1937
"6740","Bger_00135",8555
"6741","Bger_00121",4309
"6742","Bger_00118",13258
"6743","Bger_00120",1662
"6744","Bger_00125",13168
"6745","Bger_00129",61230
"6746","Bger_00122",17684
"6747","Bger_00116",17465
"6748","Bger_00134",44486
"6749","Bger_00137",261
"6750","Bger_00127",52183
"6751","Bger_00138",189
"6752","Bger_00136",13343
"6753","Bger_00139",309
"6754","Bger_00140",195
"6755","Bger_00141",393
"6756","Bger_00143",255
"6757","Bger_00142",67021
"6758","Bger_00144",231
"6759","Bger_00145",14145
"6760","Bger_00147",10585
"6761","Bger_00149",39284
"6762","Bger_00148",19051
"6763","Bger_00146",11004
"6764","Bger_00150",24123
"6765","Bger_00151",30337
"6766","Bger_00154",9736
"6767","Bger_00152",11987
"6768","Bger_00153",6231
"6769","Bger_00155",9420
"6770","Bger_00156",24517
"6771","Bger_00158",62451
"6772","Bger_00164",20589
"6773","Bger_00159",129163
"6774","Bger_00161",23111
"6775","Bger_00157",50802
"6776","Bger_00167",22121
"6777","Bger_00171",12918
"6778","Bger_00170",15031
"6779","Bger_00168",2406
"6780","Bger_00172",47281
"6781","Bger_00163",15742
"6782","Bger_00162",620
"6783","Bger_00166",32194
"6784","Bger_00165",9001
"6785","Bger_00169",640
"6786","Bger_00160",6819
"6787","Bger_00174",89696
"6788","Bger_00173",82681
"6789","Bger_00175",14648
"6790","Bger_00184",23517
"6791","Bger_00177",3150
"6792","Bger_00178",4454
"6793","Bger_00180",4885
"6794","Bger_00176",27580
"6795","Bger_00183",5997
"6796","Bger_00179",23771
"6797","Bger_00185",2945
"6798","Bger_00182",4842
"6799","Bger_00181",7077
"6800","Bger_00186",31126
"6801","Bger_00188",25471
"6802","Bger_00187",294
"6803","Bger_00191",6956
"6804","Bger_00192",16630
"6805","Bger_00190",13863
"6806","Bger_00189",10860
"6807","Bger_14773",37838
"6808","Bger_14772",7318
"6809","Bger_14774",73762
"6810","Bger_14776",207
"6811","Bger_14775",1828
"6812","Bger_14777",237
"6813","Bger_14778",933
"6814","Bger_14779",249
"6815","Bger_14780",292
"6816","Bger_14781",243
"6817","Bger_14782",113001
"6818","Bger_14784",15406
"6819","Bger_14783",25808
"6820","Bger_14785",47292
"6821","Bger_14787",2980
"6822","Bger_14788",2901
"6823","Bger_14791",417
"6824","Bger_14790",441
"6825","Bger_14789",228
"6826","Bger_14786",70289
"6827","Bger_21184",843
"6828","Bger_21187",32616
"6829","Bger_21191",340
"6830","Bger_21188",3865
"6831","Bger_21185",210
"6832","Bger_21192",93685
"6833","Bger_21190",24566
"6834","Bger_21186",516
"6835","Bger_21189",6880
"6836","Bger_25031",5009
"6837","Bger_25033",3047
"6838","Bger_25032",481
"6839","Bger_25034",20597
"6840","Bger_25036",9323
"6841","Bger_25035",174
"6842","Bger_25037",89163
"6843","Bger_08223",106432
"6844","Bger_08222",15369
"6845","Bger_08225",91527
"6846","Bger_08224",2214
"6847","Bger_08221",83438
"6848","Bger_08227",10062
"6849","Bger_08237",5829
"6850","Bger_08231",24841
"6851","Bger_08226",46826
"6852","Bger_08232",58816
"6853","Bger_08233",16643
"6854","Bger_08228",18508
"6855","Bger_08230",267
"6856","Bger_08235",2535
"6857","Bger_08236",11702
"6858","Bger_08234",340
"6859","Bger_08229",74136
"6860","Bger_28256",413
"6861","Bger_26902",40463
"6862","Bger_26904",258
"6863","Bger_26903",772
"6864","Bger_23743",45616
"6865","Bger_23742",9782
"6866","Bger_23745",291
"6867","Bger_23747",156
"6868","Bger_23746",297
"6869","Bger_23744",142353
"6870","Bger_26765",11062
"6871","Bger_26764",13872
"6872","Bger_20778",397
"6873","Bger_20779",852
"6874","Bger_20777",136657
"6875","Bger_20783",846
"6876","Bger_20782",28018
"6877","Bger_20781",11690
"6878","Bger_20786",348
"6879","Bger_20787",11160
"6880","Bger_20785",1308
"6881","Bger_20784",207
"6882","Bger_20780",244944
"6883","Bger_27781",6506
"6884","Bger_12166",30705
"6885","Bger_12174",341
"6886","Bger_12168",83916
"6887","Bger_12172",162
"6888","Bger_12177",637
"6889","Bger_12181",388
"6890","Bger_12170",10997
"6891","Bger_12180",104052
"6892","Bger_12179",23220
"6893","Bger_12173",13355
"6894","Bger_12178",14301
"6895","Bger_12175",570
"6896","Bger_12176",35639
"6897","Bger_12171",16755
"6898","Bger_12169",8713
"6899","Bger_12167",5141
"6900","Bger_12182",38817
"6901","Bger_12183",17639
"6902","Bger_12185",390
"6903","Bger_12184",65933
"6904","Bger_12186",329
"6905","Bger_12187",98278
"6906","Bger_06417",47435
"6907","Bger_06421",5506
"6908","Bger_06419",10207
"6909","Bger_06418",18627
"6910","Bger_06420",9520
"6911","Bger_06423",71957
"6912","Bger_06422",1607
"6913","Bger_06426",2723
"6914","Bger_06424",11158
"6915","Bger_06425",7457
"6916","Bger_06433",14280
"6917","Bger_06430",22655
"6918","Bger_06432",393
"6919","Bger_06428",5024
"6920","Bger_06435",81416
"6921","Bger_06429",9655
"6922","Bger_06443",13644
"6923","Bger_06437",54318
"6924","Bger_06444",11851
"6925","Bger_06434",393
"6926","Bger_06427",24068
"6927","Bger_06431",29687
"6928","Bger_06442",165
"6929","Bger_06436",282
"6930","Bger_06440",258
"6931","Bger_06441",56180
"6932","Bger_19008",34006
"6933","Bger_19011",4006
"6934","Bger_19010",219
"6935","Bger_19016",748
"6936","Bger_19013",5724
"6937","Bger_19014",67671
"6938","Bger_19015",4747
"6939","Bger_19017",219
"6940","Bger_19018",243
"6941","Bger_19012",33304
"6942","Bger_19009",8016
"6943","Bger_09914",1181
"6944","Bger_09916",204
"6945","Bger_09915",336
"6946","Bger_09920",225
"6947","Bger_09921",216
"6948","Bger_09919",493
"6949","Bger_09917",4298
"6950","Bger_09918",44259
"6951","Bger_09929",1512
"6952","Bger_09933",384
"6953","Bger_09922",27076
"6954","Bger_09927",345
"6955","Bger_09932",32047
"6956","Bger_09935",3138
"6957","Bger_09931",8163
"6958","Bger_09925",68962
"6959","Bger_09937",4093
"6960","Bger_09942",3176
"6961","Bger_09941",11911
"6962","Bger_09940",368
"6963","Bger_09926",454
"6964","Bger_09930",282
"6965","Bger_09934",590
"6966","Bger_09923",4048
"6967","Bger_09938",28290
"6968","Bger_09936",4114
"6969","Bger_09928",104687
"6970","Bger_09924",73844
"6971","Bger_09939",22595
"6972","Bger_06615",6686
"6973","Bger_06616",1058
"6974","Bger_06618",1093
"6975","Bger_06624",7538
"6976","Bger_06625",726
"6977","Bger_06623",377
"6978","Bger_06621",948
"6979","Bger_06614",77935
"6980","Bger_06627",6109
"6981","Bger_06631",12681
"6982","Bger_06632",11224
"6983","Bger_06630",12441
"6984","Bger_06634",52743
"6985","Bger_06620",31574
"6986","Bger_06628",1524
"6987","Bger_06617",36481
"6988","Bger_06633",22337
"6989","Bger_06619",41122
"6990","Bger_06622",41600
"6991","Bger_06626",16695
"6992","Bger_06629",30996
"6993","Bger_27968",195
"6994","Bger_27967",365
"6995","Bger_26409",1020
"6996","Bger_26408",12508
"6997","Bger_26407",47252
"6998","Bger_17620",839
"6999","Bger_17619",25066
"7000","Bger_17618",240
"7001","Bger_17621",581
"7002","Bger_17630",51342
"7003","Bger_17624",19053
"7004","Bger_17625",186
"7005","Bger_17627",19329
"7006","Bger_17623",306
"7007","Bger_17622",25516
"7008","Bger_17628",17540
"7009","Bger_17626",858
"7010","Bger_17629",483
"7011","Bger_27610",32031
"7012","Bger_26626",426
"7013","Bger_26624",1594
"7014","Bger_26623",535
"7015","Bger_26625",1881
"7016","Bger_09455",10750
"7017","Bger_09452",32756
"7018","Bger_09454",6676
"7019","Bger_09457",452
"7020","Bger_09453",960
"7021","Bger_09451",634
"7022","Bger_09458",533
"7023","Bger_09456",43483
"7024","Bger_09469",26891
"7025","Bger_09465",27220
"7026","Bger_09459",90051
"7027","Bger_09463",651
"7028","Bger_09473",357
"7029","Bger_09472",384
"7030","Bger_09466",774
"7031","Bger_09470",9583
"7032","Bger_09476",624
"7033","Bger_09461",1755
"7034","Bger_09468",11761
"7035","Bger_09477",364
"7036","Bger_09464",23366
"7037","Bger_09460",12347
"7038","Bger_09471",561
"7039","Bger_09462",13739
"7040","Bger_09467",35305
"7041","Bger_09475",86812
"7042","Bger_27872",1338
"7043","Bger_27467",49744
"7044","Bger_27466",42095
"7045","Bger_20629",457
"7046","Bger_20622",31463
"7047","Bger_20623",40117
"7048","Bger_20634",16282
"7049","Bger_20631",16616
"7050","Bger_20632",16299
"7051","Bger_20633",465
"7052","Bger_20625",231
"7053","Bger_20626",640
"7054","Bger_20628",675
"7055","Bger_20624",859
"7056","Bger_20630",5702
"7057","Bger_20627",609
"7058","Bger_20635",1103
"7059","Bger_26062",250501
"7060","Bger_26061",682
"7061","Bger_26530",3127
"7062","Bger_26531",2475
"7063","Bger_28152",5794
"7064","Bger_28144",621
"7065","Bger_07863",480
"7066","Bger_07858",5479
"7067","Bger_07859",6692
"7068","Bger_07857",17590
"7069","Bger_07864",6081
"7070","Bger_07869",24862
"7071","Bger_07860",8385
"7072","Bger_07861",5788
"7073","Bger_07870",359
"7074","Bger_07862",303
"7075","Bger_07868",6470
"7076","Bger_07865",374
"7077","Bger_07866",648
"7078","Bger_07867",242
"7079","Bger_07871",5143
"7080","Bger_07872",311
"7081","Bger_07877",9233
"7082","Bger_07874",55584
"7083","Bger_07873",13202
"7084","Bger_07885",20119
"7085","Bger_07883",18907
"7086","Bger_07886",7250
"7087","Bger_07879",13994
"7088","Bger_07888",5615
"7089","Bger_07878",11510
"7090","Bger_07876",9165
"7091","Bger_07884",18882
"7092","Bger_07887",2781
"7093","Bger_07875",910
"7094","Bger_07882",15952
"7095","Bger_07880",561
"7096","Bger_07881",302
"7097","Bger_28034",53052
"7098","Bger_17124",11741
"7099","Bger_17123",2163
"7100","Bger_17128",2450
"7101","Bger_17127",14195
"7102","Bger_17125",5350
"7103","Bger_17126",3200
"7104","Bger_17130",13583
"7105","Bger_17129",387
"7106","Bger_17132",5156
"7107","Bger_17131",29097
"7108","Bger_17134",47392
"7109","Bger_17135",4051
"7110","Bger_17133",3188
"7111","Bger_17136",3075
"7112","Bger_17137",2865
"7113","Bger_17138",9705
"7114","Bger_17140",23413
"7115","Bger_17139",19770
"7116","Bger_27654",3714
"7117","Bger_27653",18089
"7118","Bger_27372",23543
"7119","Bger_27373",16433
"7120","Bger_22044",7085
"7121","Bger_22046",5340
"7122","Bger_22048",8151
"7123","Bger_22050",402
"7124","Bger_22047",1356
"7125","Bger_22049",49795
"7126","Bger_22043",12114
"7127","Bger_22045",1712
"7128","Bger_22042",226757
"7129","Bger_19769",21383
"7130","Bger_19768",5385
"7131","Bger_19767",77177
"7132","Bger_19771",2436
"7133","Bger_19770",384
"7134","Bger_19773",20387
"7135","Bger_19772",58117
"7136","Bger_19774",31792
"7137","Bger_19776",18578
"7138","Bger_19775",15581
"7139","Bger_19777",510
"7140","Bger_28191",4062
"7141","Bger_21722",262342
"7142","Bger_21725",13588
"7143","Bger_21724",3959
"7144","Bger_21723",286
"7145","Bger_21727",14620
"7146","Bger_21728",15412
"7147","Bger_21726",2560
"7148","Bger_21729",487
"7149","Bger_26250",14696
"7150","Bger_26256",216
"7151","Bger_26251",3882
"7152","Bger_26255",351
"7153","Bger_26252",387
"7154","Bger_26253",309
"7155","Bger_26254",1947
"7156","Bger_19628",25440
"7157","Bger_19629",25439
"7158","Bger_19627",33107
"7159","Bger_19630",288
"7160","Bger_19632",1743
"7161","Bger_19631",143156
"7162","Bger_19634",55071
"7163","Bger_19636",336
"7164","Bger_19635",523
"7165","Bger_19637",1272
"7166","Bger_19633",12879
"7167","Bger_27696",5222
"7168","Bger_27695",8891
"7169","Bger_21499",787
"7170","Bger_21506",4833
"7171","Bger_21503",64469
"7172","Bger_21505",8412
"7173","Bger_21507",10670
"7174","Bger_21501",620
"7175","Bger_21502",38869
"7176","Bger_21500",1244
"7177","Bger_21498",67405
"7178","Bger_21504",11985
"7179","Bger_15548",273
"7180","Bger_15547",22957
"7181","Bger_15553",666
"7182","Bger_15555",2490
"7183","Bger_15549",5618
"7184","Bger_15552",1797
"7185","Bger_15559",300
"7186","Bger_15558",422
"7187","Bger_15557",17022
"7188","Bger_15554",386
"7189","Bger_15556",2741
"7190","Bger_15551",276
"7191","Bger_15550",1851
"7192","Bger_15561",2659
"7193","Bger_15560",171
"7194","Bger_15562",174479
"7195","Bger_15563",219
"7196","Bger_15564",216
"7197","Bger_15566",504
"7198","Bger_15565",129815
"7199","Bger_08853",23139
"7200","Bger_08854",34677
"7201","Bger_08855",851
"7202","Bger_08857",28256
"7203","Bger_08863",20954
"7204","Bger_08865",4819
"7205","Bger_08861",27097
"7206","Bger_08866",13923
"7207","Bger_08864",63348
"7208","Bger_08858",6682
"7209","Bger_08862",68590
"7210","Bger_08859",1299
"7211","Bger_08860",12274
"7212","Bger_08856",429
"7213","Bger_08869",59996
"7214","Bger_08868",16163
"7215","Bger_08870",30669
"7216","Bger_08867",696
"7217","Bger_08871",34116
"7218","Bger_08872",183
"7219","Bger_27232",22783
"7220","Bger_27871",276
"7221","Bger_27870",43352
"7222","Bger_19243",408
"7223","Bger_19242",798
"7224","Bger_19244",378
"7225","Bger_19250",1708
"7226","Bger_19246",366
"7227","Bger_19245",13249
"7228","Bger_19248",5090
"7229","Bger_19247",234
"7230","Bger_19249",780
"7231","Bger_19254",40711
"7232","Bger_19251",128520
"7233","Bger_19255",1156
"7234","Bger_19252",36550
"7235","Bger_19253",6151
"7236","Bger_27556",820
"7237","Bger_27555",1765
"7238","Bger_01047",180
"7239","Bger_01048",183
"7240","Bger_01049",27721
"7241","Bger_01051",23553
"7242","Bger_01050",8761
"7243","Bger_01052",4699
"7244","Bger_01053",31847
"7245","Bger_01054",255
"7246","Bger_01059",435
"7247","Bger_01060",183
"7248","Bger_01056",261
"7249","Bger_01055",195
"7250","Bger_01062",8640
"7251","Bger_01058",35901
"7252","Bger_01057",1386
"7253","Bger_01061",4228
"7254","Bger_01063",426
"7255","Bger_01064",2587
"7256","Bger_01065",367
"7257","Bger_01066",369
"7258","Bger_01067",276
"7259","Bger_01071",3457
"7260","Bger_01079",204
"7261","Bger_01075",5103
"7262","Bger_01069",474
"7263","Bger_01080",27982
"7264","Bger_01068",13247
"7265","Bger_01073",29339
"7266","Bger_01070",72747
"7267","Bger_01072",84181
"7268","Bger_01074",51587
"7269","Bger_01076",42480
"7270","Bger_01077",10214
"7271","Bger_01078",5810
"7272","Bger_01083",366
"7273","Bger_01084",210
"7274","Bger_01088",6822
"7275","Bger_01085",324
"7276","Bger_01089",20033
"7277","Bger_01087",28952
"7278","Bger_01081",70494
"7279","Bger_01086",14056
"7280","Bger_01082",53520
"7281","Bger_01090",11608
"7282","Bger_01091",40769
"7283","Bger_01095",183
"7284","Bger_01094",18916
"7285","Bger_01099",195
"7286","Bger_01104",1506
"7287","Bger_01102",698
"7288","Bger_01105",1502
"7289","Bger_01100",288
"7290","Bger_01103",261
"7291","Bger_01093",60384
"7292","Bger_01096",47506
"7293","Bger_01092",17284
"7294","Bger_01098",16600
"7295","Bger_01097",1061
"7296","Bger_01101",1153
"7297","Bger_27621",1608
"7298","Bger_27620",16842
"7299","Bger_23537",121523
"7300","Bger_23540",3447
"7301","Bger_23542",12651
"7302","Bger_23538",14842
"7303","Bger_23539",1543
"7304","Bger_23541",621
"7305","Bger_23543",246
"7306","Bger_26201",270
"7307","Bger_26203",126436
"7308","Bger_26202",2947
"7309","Bger_27102",43035
"7310","Bger_27103",27787
"7311","Bger_26001",3098
"7312","Bger_26000",120057
"7313","Bger_26619",4288
"7314","Bger_26617",83444
"7315","Bger_26618",7548
"7316","Bger_27765",5796
"7317","Bger_27764",11307
"7318","Bger_22820",26564
"7319","Bger_22821",63633
"7320","Bger_22822",401
"7321","Bger_22825",2702
"7322","Bger_22824",20485
"7323","Bger_22823",195
"7324","Bger_25856",36836
"7325","Bger_25857",14472
"7326","Bger_19590",28513
"7327","Bger_19587",22284
"7328","Bger_19585",10063
"7329","Bger_19586",8155
"7330","Bger_19583",6453
"7331","Bger_19584",7320
"7332","Bger_19588",1564
"7333","Bger_19589",10144
"7334","Bger_23544",3200
"7335","Bger_23546",108316
"7336","Bger_23549",178
"7337","Bger_23548",261
"7338","Bger_23547",8560
"7339","Bger_23550",10200
"7340","Bger_23545",36488
"7341","Bger_27174",147239
"7342","Bger_27175",213
"7343","Bger_16398",711
"7344","Bger_16408",1710
"7345","Bger_16401",11805
"7346","Bger_16406",16165
"7347","Bger_16411",13506
"7348","Bger_16405",5109
"7349","Bger_16412",481
"7350","Bger_16410",624
"7351","Bger_16407",1626
"7352","Bger_16403",5028
"7353","Bger_16402",9117
"7354","Bger_16400",10118
"7355","Bger_16399",55731
"7356","Bger_16409",45373
"7357","Bger_16404",8878
"7358","Bger_16397",11044
"7359","Bger_26426",62375
"7360","Bger_18256",231
"7361","Bger_18257",981
"7362","Bger_18264",462
"7363","Bger_18265",14898
"7364","Bger_18267",23982
"7365","Bger_18270",31236
"7366","Bger_18260",10636
"7367","Bger_18261",336
"7368","Bger_18262",31192
"7369","Bger_18272",3677
"7370","Bger_18266",353
"7371","Bger_18259",540
"7372","Bger_18269",1779
"7373","Bger_18258",288
"7374","Bger_18268",319
"7375","Bger_18263",1430
"7376","Bger_18271",41794
"7377","Bger_17528",180247
"7378","Bger_17531",11729
"7379","Bger_17530",15874
"7380","Bger_17533",21869
"7381","Bger_17529",2210
"7382","Bger_17532",4457
"7383","Bger_17537",59637
"7384","Bger_17536",21806
"7385","Bger_17535",12483
"7386","Bger_17534",277
"7387","Bger_26051",9036
"7388","Bger_26052",24580
"7389","Bger_26053",798
"7390","Bger_11714",267
"7391","Bger_11715",3539
"7392","Bger_11713",454
"7393","Bger_11712",672
"7394","Bger_11717",6833
"7395","Bger_11716",1789
"7396","Bger_11720",87085
"7397","Bger_11718",4971
"7398","Bger_11719",4861
"7399","Bger_11724",678
"7400","Bger_11730",1197
"7401","Bger_11721",16727
"7402","Bger_11729",509
"7403","Bger_11722",342
"7404","Bger_11732",59974
"7405","Bger_11728",114126
"7406","Bger_11731",276
"7407","Bger_11723",9336
"7408","Bger_11726",57861
"7409","Bger_11727",17842
"7410","Bger_11725",51018
"7411","Bger_15898",17955
"7412","Bger_15905",8832
"7413","Bger_15900",54647
"7414","Bger_15901",337
"7415","Bger_15902",357
"7416","Bger_15903",37367
"7417","Bger_15906",52606
"7418","Bger_15904",16604
"7419","Bger_15899",1946
"7420","Bger_15908",1674
"7421","Bger_15910",1997
"7422","Bger_15909",1931
"7423","Bger_15907",210
"7424","Bger_15911",354
"7425","Bger_15913",426
"7426","Bger_15912",8980
"7427","Bger_15915",1110
"7428","Bger_15914",33651
"7429","Bger_28309",2058
"7430","Bger_20080",1176
"7431","Bger_20078",60041
"7432","Bger_20083",6503
"7433","Bger_20081",26644
"7434","Bger_20079",46233
"7435","Bger_20082",458
"7436","Bger_20084",190312
"7437","Bger_20088",4948
"7438","Bger_20087",8045
"7439","Bger_20085",264
"7440","Bger_20086",4687
"7441","Bger_13762",3662
"7442","Bger_13761",1905
"7443","Bger_13764",22481
"7444","Bger_13763",7567
"7445","Bger_13765",2165
"7446","Bger_13760",35648
"7447","Bger_13766",18601
"7448","Bger_13769",85789
"7449","Bger_13768",1121
"7450","Bger_13767",51052
"7451","Bger_13772",732
"7452","Bger_13770",16054
"7453","Bger_13776",4457
"7454","Bger_13773",4356
"7455","Bger_13771",12406
"7456","Bger_13777",29775
"7457","Bger_13778",7018
"7458","Bger_13775",45361
"7459","Bger_13774",387
"7460","Bger_27949",627
"7461","Bger_27948",309
"7462","Bger_23065",6118
"7463","Bger_23064",8552
"7464","Bger_23062",34904
"7465","Bger_23063",40944
"7466","Bger_23066",50114
"7467","Bger_07644",2007
"7468","Bger_07645",4309
